"Activity" "Subjects" "V4" "V5" "V6" "V7" "V8" "V9" "V44" "V45" "V46" "V47" "V48" "V49" "V84" "V85" "V86" "V87" "V88" "V89" "V124" "V125" "V126" "V127" "V128" "V129" "V164" "V165" "V166" "V167" "V168" "V169" "V202" "V203" "V215" "V216" "V228" "V229" "V241" "V242" "V254" "V255" "V269" "V270" "V271" "V272" "V273" "V274" "V348" "V349" "V350" "V351" "V352" "V353" "V427" "V428" "V429" "V430" "V431" "V432" "V504" "V505" "V517" "V518" "V530" "V531" "V543" "V544"
"SITTING" 21 -0.991777287176471 -0.966877560941176 -0.959567861764706 -0.992863747176471 -0.968122008 -0.957094283411765 -0.992936404470588 -0.979355363176471 -0.965426493882353 -0.993164252235294 -0.981009238470588 -0.965867966941176 -0.989439392235294 -0.979002804823529 -0.985823622941176 -0.989628183529412 -0.977209767058824 -0.984576394 -0.988410501294118 -0.976380487294118 -0.976972658588235 -0.988955256 -0.977314668588235 -0.977828134705882 -0.989472968470588 -0.989722663529412 -0.987954515294118 -0.989470703647059 -0.990245208705882 -0.988745463058823 -0.971994251294118 -0.974328112588235 -0.971994251294118 -0.974328112588235 -0.986520865058824 -0.987308613411765 -0.971225061647059 -0.967967852705882 -0.990302232705882 -0.991069930705882 -0.992375229411765 -0.96756129 -0.956412505058824 -0.991309704352941 -0.970407763176471 -0.966360992941176 -0.990027822470588 -0.980347168823529 -0.986845672352941 -0.987249472117647 -0.980289785294118 -0.985642264352941 -0.98955931 -0.974723217647059 -0.979130678470588 -0.986845799764706 -0.979855572235294 -0.977325676117647 -0.974447593176471 -0.973559664705882 -0.986991549529412 -0.984238024588235 -0.972027251294118 -0.974040970823529 -0.991062204823529 -0.990117145176471
"SITTING" 22 -0.978466823709677 -0.928059133795645 -0.917564853870968 -0.980761373225806 -0.930377778419355 -0.914334043709677 -0.972009988709677 -0.954225015274194 -0.927950649854839 -0.971947332741935 -0.954572172096774 -0.92781230483871 -0.981664149193548 -0.964782832419355 -0.978928356290323 -0.984334526451613 -0.968608253548387 -0.979192598709677 -0.981099172419355 -0.950173478548387 -0.946501417741936 -0.983444956774194 -0.955187733064516 -0.952559201451613 -0.985671250322581 -0.980275619354839 -0.97954410516129 -0.987510646451613 -0.984819044677419 -0.983721168064516 -0.924336184035484 -0.931801764532258 -0.924336184035484 -0.931801764532258 -0.968576776774194 -0.974706868387097 -0.933268487096774 -0.930895516290323 -0.976503766290323 -0.981224854193548 -0.97862319016129 -0.926995253483871 -0.909344305645161 -0.979843940322581 -0.940058647419355 -0.934597235806452 -0.984299609032258 -0.969776055483871 -0.981272224354839 -0.97963989 -0.968817938387097 -0.979436886129032 -0.982373346290323 -0.946107943548387 -0.951045695483871 -0.979026867741935 -0.957942415806452 -0.949706000322581 -0.926798029822581 -0.932333225 -0.967026275967742 -0.964539611612903 -0.93356300983871 -0.939978073870968 -0.976318114516129 -0.974909833387097
"SITTING" 23 -0.987607636617647 -0.934933559264706 -0.905584390323529 -0.989667315882353 -0.934469750735294 -0.899592882882353 -0.984536722205882 -0.960917426323529 -0.923953600294118 -0.985192275882353 -0.962423845294118 -0.926560103235294 -0.984561803823529 -0.978045837794118 -0.975978995 -0.987888550441177 -0.978497035882353 -0.976316050882353 -0.980363734264706 -0.948109526029412 -0.9597186325 -0.981921138235294 -0.953023188235294 -0.961757049264706 -0.987084633970588 -0.980727445294118 -0.988130142058824 -0.989102409558824 -0.983846859705882 -0.989767359558824 -0.924963263235294 -0.930138076029412 -0.924963263235294 -0.930138076029412 -0.973668776323529 -0.978852081764706 -0.937006097352941 -0.933873342794118 -0.979226997941177 -0.982422389852941 -0.988345258235294 -0.930781487205882 -0.896125263911765 -0.987450163088235 -0.950604608676471 -0.929011263970588 -0.986019630441176 -0.979564696911765 -0.977936447205882 -0.981626883529412 -0.979563655 -0.975559923088235 -0.981523241176471 -0.943733421029412 -0.961914054264706 -0.979595468529412 -0.957888046176471 -0.96565287 -0.927090118382353 -0.9344922925 -0.972117016617647 -0.968315525147059 -0.938680776617647 -0.944642689264706 -0.978499038088235 -0.977376154852941
"SITTING" 24 -0.990593766617647 -0.956255962058824 -0.957056111470588 -0.9914497175 -0.955958873676471 -0.956063607941177 -0.989660149852941 -0.971692544705882 -0.963406795735294 -0.989664936470588 -0.972365404558823 -0.9642840775 -0.988564382205882 -0.979573678088235 -0.984662946764706 -0.988975767647059 -0.978100515441176 -0.983342735882353 -0.988111648676471 -0.977954005147059 -0.971277654117647 -0.988511264411765 -0.979549228235294 -0.971999158970588 -0.991442007794118 -0.989780810588235 -0.989850160294118 -0.9917954525 -0.990517041029412 -0.990713770147059 -0.963779683235294 -0.967660894264706 -0.963779683235294 -0.967660894264706 -0.985418456176471 -0.986728408235294 -0.969257162647059 -0.966415033088235 -0.990724530735294 -0.991462382647059 -0.991100005441176 -0.954998005147059 -0.954402697794118 -0.989619377794118 -0.963109985735294 -0.963168285735294 -0.9892888075 -0.981550132794118 -0.986008449264706 -0.986443241911765 -0.981312278970588 -0.983978104411765 -0.988891551764706 -0.976252427794118 -0.972851787647059 -0.987286318970588 -0.980137025882353 -0.974232672647059 -0.965852262058824 -0.964962698676471 -0.98561372 -0.983437632647059 -0.969105899117647 -0.972504838235294 -0.990933058235294 -0.990190154558824
"SITTING" 25 -0.991892828615385 -0.947457617061538 -0.965139552153846 -0.992851985538462 -0.946747638 -0.963323278769231 -0.988879980615385 -0.963415016923077 -0.969459982461538 -0.989320941692308 -0.965272954153846 -0.969830125076923 -0.992278621692308 -0.982870991692308 -0.988433153384615 -0.992753807230769 -0.982050352923077 -0.987680395076923 -0.989907584153846 -0.981193501846154 -0.972637558615385 -0.990521072153846 -0.982707764 -0.972830832461538 -0.992304653846154 -0.991315767692308 -0.991491387846154 -0.992905836 -0.992087814769231 -0.992282710307692 -0.960003414461538 -0.963931542769231 -0.960003414461538 -0.963931542769231 -0.988311804923077 -0.98976546 -0.970639125692308 -0.967289125076923 -0.991766403076923 -0.992784022461538 -0.992124279384615 -0.944842993230769 -0.962090614615385 -0.991596408615385 -0.959179902615385 -0.971220227846154 -0.992750109846154 -0.984068025384615 -0.989156105538462 -0.990717345230769 -0.984463262769231 -0.988068457538462 -0.990550003076923 -0.979828883230769 -0.974172870615385 -0.989093827692308 -0.983082742461538 -0.976155815076923 -0.961997268307692 -0.962877472923077 -0.987618801076923 -0.985691085384615 -0.970321897230769 -0.974142648923077 -0.992019559538462 -0.991437407076923
"SITTING" 26 -0.979768987948718 -0.94079896551282 -0.950004414102564 -0.980637294358974 -0.938135229358974 -0.946726334358974 -0.965082925641026 -0.949286700807692 -0.944580863846154 -0.965804706666667 -0.950738174307692 -0.945574565641026 -0.99225839525641 -0.986215215641026 -0.99000871051282 -0.992475631923077 -0.985055584615385 -0.989356843846154 -0.991027700512821 -0.973444813846154 -0.966441338076923 -0.990889957692308 -0.97326391448718 -0.965639080641026 -0.995882512051282 -0.993139833846154 -0.991929788974359 -0.996032233205128 -0.993575577435897 -0.992461088076923 -0.933602783410256 -0.937249718666667 -0.933602783410256 -0.937249718666667 -0.989986111666667 -0.991112950128205 -0.964742022307692 -0.95971912051282 -0.994033207051282 -0.994582267692308 -0.978755176794872 -0.937783538974359 -0.94478134025641 -0.982348336153846 -0.956101359871795 -0.96205839974359 -0.99329986051282 -0.987754588717949 -0.990693114358974 -0.991254757948718 -0.987937352051282 -0.989686590769231 -0.991318436410256 -0.969488188974359 -0.968266666923077 -0.991052928205128 -0.979133062179487 -0.971016068974359 -0.934587699141026 -0.945110673076923 -0.989521272820513 -0.987709241025641 -0.963650652307692 -0.96861233525641 -0.99420976974359 -0.993429802051282
"SITTING" 27 -0.988580107714286 -0.971579125714286 -0.965858735142857 -0.989473105142857 -0.971376815142857 -0.964558323857143 -0.982445738 -0.982553336571429 -0.967268066 -0.982838508571429 -0.983330053428571 -0.968143635571429 -0.990658097857143 -0.985097470714286 -0.988904001571429 -0.991100533714286 -0.983337430857143 -0.987729591428571 -0.988492425142857 -0.982067465142857 -0.975713310142857 -0.988614539285714 -0.983576887714286 -0.976526904571429 -0.993640318285714 -0.992226442142857 -0.991766787571429 -0.993947632714286 -0.993304866142857 -0.993010055714286 -0.969526674714286 -0.972012382 -0.969526674714286 -0.972012382 -0.989200539571429 -0.990469445 -0.970782132714286 -0.966938774857143 -0.992112829571429 -0.993391309428571 -0.988659196428571 -0.971266062714286 -0.963220672571429 -0.988712741857143 -0.975865222285714 -0.970839099 -0.991292270714286 -0.986083114 -0.989282516857143 -0.988840739285714 -0.986276618714286 -0.988059869285714 -0.988984618428571 -0.981037690285714 -0.977595519142857 -0.988279537285714 -0.984272155428571 -0.978057119714286 -0.970885296857143 -0.971873032857143 -0.988531651142857 -0.986546820714286 -0.970528266285714 -0.975324246 -0.991967776285714 -0.991279036714286
"SITTING" 28 -0.983272806805556 -0.939905244861111 -0.936667245694444 -0.985735174444444 -0.940890646666667 -0.935468175 -0.989132499583333 -0.971766352361111 -0.956087679583333 -0.989237243888889 -0.972253761527778 -0.957171135555556 -0.976286679444444 -0.962219452777778 -0.976327426666667 -0.978478186111111 -0.961742191944444 -0.974297237222222 -0.979671983472222 -0.956316505972222 -0.9566328025 -0.981207373333333 -0.959155804166667 -0.960656225138889 -0.982155662638889 -0.980713868611111 -0.971001691388889 -0.983862532083333 -0.982383400972222 -0.974356506527778 -0.947782703333333 -0.952761497361111 -0.947782703333333 -0.952761497361111 -0.970301646111111 -0.97326920125 -0.951065984027778 -0.947300029722222 -0.978441918333333 -0.980246363611111 -0.984956708611111 -0.939885478333333 -0.9330454775 -0.981267728472222 -0.945072269166667 -0.94456616 -0.977786782222222 -0.96399042625 -0.978327769444444 -0.972552111111111 -0.964190948194444 -0.975735800416667 -0.98161514125 -0.953207017222222 -0.961561036111111 -0.976800168055556 -0.961333312777778 -0.954143857916667 -0.952281424444444 -0.950545840833333 -0.970823336388889 -0.967108796805556 -0.953534292638889 -0.9531133525 -0.97839537 -0.976375281944444
"SITTING" 29 -0.9907450195 -0.963222497833333 -0.968063878166667 -0.991674120833333 -0.962723104333333 -0.967628061166667 -0.984679151833333 -0.973604289833333 -0.966032045333333 -0.9855648615 -0.975123962833333 -0.968141478166667 -0.993525560333333 -0.9840551 -0.990168733 -0.993691421666667 -0.982963408 -0.9892923455 -0.990178704833333 -0.988334019666667 -0.971227991666667 -0.990798157666667 -0.989138025833333 -0.970996701166667 -0.9933220295 -0.995319164666667 -0.9928337675 -0.993931512666667 -0.995734281833333 -0.993323809 -0.9692903165 -0.973113957833333 -0.9692903165 -0.973113957833333 -0.990531729333333 -0.991215363833333 -0.971578024666667 -0.9676628415 -0.994905344 -0.995501146833333 -0.990617521 -0.961693949333333 -0.965800974333333 -0.991228477666667 -0.9706009595 -0.973046169333333 -0.9942201755 -0.985493318833333 -0.990445861666667 -0.992346048166667 -0.985477529666667 -0.989371804 -0.990727755166667 -0.987259808666667 -0.972912517166667 -0.989558512666667 -0.990210623833333 -0.975366978666667 -0.971218019833333 -0.970686408 -0.989822909333333 -0.988175101666667 -0.971011373 -0.975381607 -0.994742028 -0.9944872835
"SITTING" 30 -0.983622744193548 -0.937857000806452 -0.950654041290323 -0.984772108387097 -0.936908130645161 -0.948766014032258 -0.978364712258065 -0.959361306774194 -0.956635663064516 -0.978706377096774 -0.960607146774194 -0.957696065645161 -0.988864577419355 -0.980420928387097 -0.988164381290323 -0.990172913709677 -0.979115815483871 -0.987020957258064 -0.988132669516129 -0.976477561935484 -0.955053200806452 -0.988378305 -0.977183358064516 -0.955799426451613 -0.993868545483871 -0.992491322903226 -0.988124495645161 -0.994446531774194 -0.993900362741935 -0.989701969193548 -0.942901466612903 -0.94681850483871 -0.942901466612903 -0.94681850483871 -0.98605764 -0.987789675322581 -0.960641288225806 -0.954280180483871 -0.991280225 -0.993040834677419 -0.983231005483871 -0.933992577903226 -0.946203823387097 -0.984146513064516 -0.950884494193548 -0.959693534677419 -0.990017564516129 -0.981902116451613 -0.988971211935484 -0.987022204677419 -0.982015356451613 -0.987802071935484 -0.988484803225806 -0.973804950806452 -0.95730868516129 -0.98764176983871 -0.980705822096774 -0.961243527258065 -0.943543732580645 -0.950542356451613 -0.985294959032258 -0.982869431935484 -0.959513937258065 -0.966634437903226 -0.990946424516129 -0.989845815806452
"STANDING" 1 -0.995759901509434 -0.973190056415094 -0.979775876981132 -0.996141353962264 -0.971758757169811 -0.979317499056604 -0.99376298509434 -0.981225957924528 -0.976324063584906 -0.993810088113208 -0.981211152075472 -0.977041427924528 -0.994604542264151 -0.98564873245283 -0.992251177358491 -0.994776982075472 -0.98408541509434 -0.99137477245283 -0.987191946603774 -0.98773444 -0.980645626981132 -0.987936915283019 -0.988324149056604 -0.98136248754717 -0.992945106981132 -0.995137917358491 -0.992108467169811 -0.992975492264151 -0.995668320188679 -0.99257824245283 -0.981942928867925 -0.982814583962264 -0.981942928867925 -0.982814583962264 -0.993096209433962 -0.993592896981132 -0.978690028679245 -0.975841133584906 -0.994733238679245 -0.995280235660377 -0.99602834509434 -0.972293102075472 -0.977937259622642 -0.995596712264151 -0.978165207924528 -0.98321947754717 -0.995073759245283 -0.987018226792453 -0.992349818113208 -0.993397363018868 -0.986769867735849 -0.991670906603774 -0.987497128679245 -0.987107727735849 -0.98234533 -0.98644584509434 -0.989697016981132 -0.981138436226415 -0.982313804716981 -0.983019467169811 -0.992536003396226 -0.990740053962264 -0.978466072075472 -0.981102759056604 -0.994671123207547 -0.994423714716981
"STANDING" 2 -0.987271889259259 -0.957304989259259 -0.949741851296296 -0.98934137 -0.957543717037037 -0.94760257 -0.986685818703704 -0.97419442037037 -0.945927078703704 -0.986895012962963 -0.974806122222222 -0.947922742777778 -0.981085715555556 -0.97105943962963 -0.982841446481482 -0.98303888537037 -0.970072507777778 -0.982071116851852 -0.972998629814815 -0.971441996481481 -0.964856701851852 -0.975400010555556 -0.975440696666667 -0.969520888148148 -0.979324000740741 -0.983447258518519 -0.973610118333333 -0.981439642407407 -0.986433724814815 -0.979370374444444 -0.957874965 -0.96247724962963 -0.957874965 -0.96247724962963 -0.976675280185185 -0.978865446296296 -0.95394338037037 -0.954621206851852 -0.977204427777778 -0.981025793888889 -0.989056469814815 -0.957908842222222 -0.946433583518518 -0.986673613518519 -0.961255842592593 -0.957707751111111 -0.983007923703704 -0.973520241111111 -0.984599905185185 -0.978469450740741 -0.972792749444444 -0.982565136851852 -0.97498812462963 -0.97103605037037 -0.969754295740741 -0.969484560925926 -0.973680844814815 -0.962480140925926 -0.960519381481482 -0.960424692777778 -0.97516046 -0.973970031111111 -0.956788725740741 -0.956163500925926 -0.977754298148148 -0.977374199814815
"STANDING" 3 -0.96674254295082 -0.893449307213115 -0.911419015081967 -0.973805270819672 -0.89651787442623 -0.906661985573771 -0.982020428032787 -0.957425321803279 -0.928161577377049 -0.982218366065574 -0.958626214098361 -0.929141128196721 -0.957086489344262 -0.941686785737705 -0.973059634918033 -0.961463373934426 -0.940742619508197 -0.972528414098361 -0.900462227540984 -0.927788618196721 -0.91236408147541 -0.905589683606557 -0.934423166885246 -0.918516416557377 -0.940937642459016 -0.968433747868853 -0.958293011803279 -0.944461773770492 -0.972390180819672 -0.963107773934426 -0.915143303606557 -0.92267286 -0.915143303606557 -0.92267286 -0.948770043278689 -0.954051492295082 -0.88212522147541 -0.873845701967213 -0.957679766885246 -0.961538776393443 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.961274640983607 -0.899897126229508 -0.928318585737705 -0.960570921803279 -0.943948547213115 -0.975595949508197 -0.950330620983607 -0.945628818360656 -0.972905156065574 -0.901985672459016 -0.923125941147541 -0.919743846065574 -0.892275865081967 -0.934334504098361 -0.91201503704918 -0.921836076557377 -0.920367706393443 -0.94820681442623 -0.942365621311475 -0.883439718032787 -0.884866383770492 -0.957121510491803 -0.953831591803279
"STANDING" 4 -0.97692058 -0.86159737875 -0.896880538392857 -0.979461749464286 -0.859936149341071 -0.89002252625 -0.972908355892857 -0.917613464821429 -0.899404775267857 -0.973425791071429 -0.918383721785714 -0.900663706696429 -0.972586541964286 -0.938354677857143 -0.973054201071429 -0.974723375 -0.937183844107143 -0.971417749642857 -0.909687974464286 -0.949227146964286 -0.909995038571429 -0.916603973928571 -0.951861570178571 -0.918047799464286 -0.949633878571429 -0.976065174642857 -0.957982019464286 -0.951523846071429 -0.978373240535714 -0.962952795535714 -0.890976683392857 -0.898789521785714 -0.890976683392857 -0.898789521785714 -0.958159482142857 -0.962417612321429 -0.885144317678571 -0.878716135357143 -0.964282784285714 -0.968174140178571 -0.978737637678571 -0.857380281803571 -0.887554317678571 -0.977281189821429 -0.887453361785714 -0.922715636785714 -0.975706723571429 -0.944075308928571 -0.976229505535714 -0.969532173571429 -0.943563745 -0.973550494464286 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.907475953392857 -0.955186668928571 -0.910584347857143 -0.895340042142857 -0.906213757678571 -0.96003249875 -0.954487510535714 -0.887194404285714 -0.891708328392857 -0.9664302175 -0.962574838571429
"STANDING" 5 -0.968591815714286 -0.869439913392857 -0.869327321785714 -0.974083131071429 -0.871059738821429 -0.866048440535714 -0.974088206071429 -0.931973943392857 -0.914608495714286 -0.974494290535714 -0.93226918875 -0.9156783825 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.967466140178571 -0.932112526607143 -0.964570881785714 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.917506462321429 -0.940915263392857 -0.920337328035714 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.945983184285714 -0.968142742321429 -0.9520305975 -0.87977380125 -0.891269291607143 -0.87977380125 -0.891269291607143 -0.942962047678571 -0.950412671785714 -0.867041711785714 -0.858401653214286 -0.947970723571429 -0.954643091964286 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.96551539125 -0.885688992321429 -0.901170079285714 -0.965778920714286 -0.936202600714286 -0.96807230125 -0.957031335 -0.935626234285714 -0.965107441785714 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.906368939464286 -0.941045625892857 -0.904813866428571 -0.886745170714286 -0.892420574642857 -0.943601960178571 -0.938890070357143 -0.868913993928571 -0.880071518035714 -0.946196462857143 -0.943743923214286
"STANDING" 6 -0.981758159649123 -0.921493191754386 -0.925692371929825 -0.985293206315789 -0.92387055 -0.924938738947368 -0.985583066842105 -0.96844910122807 -0.942795062280702 -0.98562630631579 -0.96844522 -0.943607807719298 -0.973132635789474 -0.949362277017544 -0.967547241754386 -0.976012206315789 -0.951414004210526 -0.96840237122807 -0.947561298596491 -0.94248658631579 -0.947782155964912 -0.955838693157895 -0.952240594210526 -0.953954568421053 -0.946423593157895 -0.962422163684211 -0.962758177192982 -0.95247791754386 -0.967993585263158 -0.968525954035088 -0.939310249649123 -0.945539891052632 -0.939310249649123 -0.945539891052632 -0.956099145964912 -0.962417378245614 -0.915891572982456 -0.918683137192982 -0.952536233859649 -0.959011558245614 -0.984067374035088 -0.921449111052632 -0.922067224210526 -0.979017208245614 -0.92492846631579 -0.936262075789474 -0.975235677719298 -0.950681450350877 -0.969895845789474 -0.968928460526316 -0.950772991578947 -0.96667596245614 -0.952817395263158 -0.942539174210526 -0.95445570245614 -0.936435917719298 -0.943495305614035 -0.944563307894737 -0.94456410754386 -0.942473668245614 -0.95538157877193 -0.953251597894737 -0.923108761578947 -0.916641511403509 -0.952088499473684 -0.950038213508772
"STANDING" 7 -0.979307570377358 -0.923400921886792 -0.917064168490566 -0.982582661698113 -0.924302111886792 -0.915426923207547 -0.987917503962264 -0.966162998679245 -0.939161014716981 -0.987967282830189 -0.966081034716981 -0.939164499056604 -0.976403544716981 -0.965810609622642 -0.972060053207547 -0.977020063962264 -0.965648847735849 -0.971736574528302 -0.945247687358491 -0.949646946792453 -0.951630777358491 -0.950665631886792 -0.957593998113208 -0.959354116603774 -0.96598339754717 -0.976837757358491 -0.978166790943396 -0.969267760188679 -0.979809193018868 -0.981588059622642 -0.933590156792453 -0.939576905283019 -0.933590156792453 -0.939576905283019 -0.968566356037736 -0.972160428113208 -0.918438958867924 -0.914270057169811 -0.97210793 -0.975237659245283 -0.980541336037736 -0.919118753018868 -0.912358813773585 -0.976703970754717 -0.934204455849057 -0.93055600490566 -0.978729082830189 -0.966850290188679 -0.974533710754717 -0.973226111886792 -0.967931999433962 -0.971446735849057 -0.947891986226415 -0.945818157735849 -0.954339406415094 -0.938884219622641 -0.954246481698113 -0.950106551886792 -0.93728796509434 -0.938625649811321 -0.969092161886792 -0.965167379622642 -0.919848139056604 -0.92204405509434 -0.971899418301887 -0.970007787735849
"STANDING" 8 -0.988815418148148 -0.938479429074074 -0.926065255185185 -0.990252236851852 -0.938316233148148 -0.920151622407407 -0.987690217222222 -0.958904114074074 -0.918293913703704 -0.988226458703704 -0.960472712037037 -0.919101183148148 -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.990784454259259 -0.975913540185185 -0.982799534074074 -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.975527380185185 -0.972204972777778 -0.97570279962963 -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.98309010037037 -0.988198786851852 -0.991030552037037 -0.937187185222222 -0.940328026518519 -0.937187185222222 -0.940328026518519 -0.979932239074074 -0.982050835 -0.95322478962963 -0.949806018148148 -0.982460332222222 -0.984501276111111 -0.98918374962963 -0.936231722777778 -0.919744963888889 -0.988512353333333 -0.950079067777778 -0.944260456962963 -0.990414086851852 -0.97858173 -0.984465744444444 -0.987399516481481 -0.978419289259259 -0.982578797592593 -0.974200997592593 -0.968055495925926 -0.975976456111111 -0.96946406462963 -0.973807334074074 -0.975368678703704 -0.938628186322222 -0.946773692037037 -0.979135440925926 -0.977431376111111 -0.954119826296296 -0.957442152962963 -0.981832336296296 -0.981656592037037
"STANDING" 9 -0.975741252444444 -0.938635759333333 -0.919295805777778 -0.980558838 -0.940488955777778 -0.915416241333333 -0.989103160444444 -0.972573867555556 -0.932245295111111 -0.989366848444444 -0.972834007777778 -0.933332048 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.971628996222222 -0.963527507555555 -0.969545882888889 -0.921990612 -0.946046640444444 -0.939889737333333 -0.926919227111111 -0.952094309111111 -0.946593118444444 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.952161318666667 -0.977724770666667 -0.972518800222222 -0.936105010444444 -0.942209920444444 -0.936105010444444 -0.942209920444444 -0.963764177777778 -0.967345350666667 -0.908291403111111 -0.901227036222222 -0.965287050888889 -0.968294012666667 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.970062013111111 -0.942161581777778 -0.931253419555556 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.964401357111111 -0.968464875111111 -0.970398370222222 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.915737771333333 -0.948800374 -0.936852984222222 -0.940265546444444 -0.940013978222222 -0.963593159555556 -0.961039891333333 -0.910909659555556 -0.910823586222222 -0.964770799111111 -0.962126776888889
"STANDING" 10 -0.978403481818182 -0.919561843409091 -0.941271440454545 -0.984416503181818 -0.925313610909091 -0.941877510227273 -0.991259485 -0.975410724090909 -0.959579657727273 -0.991358559772727 -0.975738334318182 -0.960852715909091 -0.964311490454545 -0.941328663409091 -0.9764306 -0.96911274 -0.942607300681818 -0.976793314318182 -0.929895057954545 -0.958861164090909 -0.953681099545455 -0.934978967954545 -0.965076744318182 -0.9573349625 -0.950367548409091 -0.976445016590909 -0.969051030681818 -0.955106734318182 -0.980111612045454 -0.973381964772727 -0.937264537954545 -0.946125056818182 -0.937264537954545 -0.946125056818182 -0.952058214545455 -0.959504946818182 -0.920486810227273 -0.915446674545455 -0.964409410454545 -0.968539220909091 -0.982949246136364 -0.921860476590909 -0.938098683181818 -0.976627932727273 -0.919964191136364 -0.948877243863636 -0.968612135909091 -0.944847393636364 -0.979428729090909 -0.959497702272727 -0.946887156136364 -0.976908764318182 -0.932273942727273 -0.958399857954545 -0.958901257272727 -0.920014388863636 -0.961813777272727 -0.949674535227273 -0.945048242954545 -0.940874745 -0.952105964545455 -0.949719224090909 -0.922961550454545 -0.922408898863636 -0.965055815454545 -0.9617729225
"STANDING" 11 -0.994978878723404 -0.964173331702128 -0.986382712765957 -0.995974194255319 -0.964230933617021 -0.98648704212766 -0.994529398085106 -0.981047828723404 -0.989433253617021 -0.994756815957447 -0.981200123404255 -0.989701856170213 -0.992527404255319 -0.979428279574468 -0.990132989574468 -0.993240818510638 -0.97844084212766 -0.988874622553191 -0.980242494680851 -0.994210471914894 -0.980636664893617 -0.982255096170213 -0.994994102978723 -0.981866194680851 -0.986690403617021 -0.995571631276596 -0.990663218510638 -0.987731959148936 -0.996085253404255 -0.991490515106383 -0.98030536893617 -0.982766799148936 -0.98030536893617 -0.982766799148936 -0.988853960638298 -0.990176520212766 -0.977071437446808 -0.975882090425532 -0.992579166595745 -0.99342463787234 -0.995573762978723 -0.96350679 -0.985958517446809 -0.994553895744681 -0.969280915957447 -0.986423942978723 -0.993414564042553 -0.981185823617021 -0.990378149574468 -0.991359904042553 -0.981627392340426 -0.989246851489362 -0.981009115744681 -0.994353086595745 -0.98230878106383 -0.978301476808511 -0.994612837446809 -0.98042802893617 -0.981503969574468 -0.980034546808511 -0.98802123106383 -0.985729044468085 -0.977437710851064 -0.977782074042553 -0.992277468510638 -0.991828481702128
"STANDING" 12 -0.981243992459016 -0.923140254098361 -0.920684800114754 -0.984312951803279 -0.92508765147541 -0.917682099885246 -0.985314210491803 -0.970482614590164 -0.939534099016393 -0.985944493606557 -0.970683784426229 -0.939958005081967 -0.972440195081967 -0.953203115409836 -0.975556976885246 -0.974255826393443 -0.951872227868853 -0.975798663606557 -0.883655251803279 -0.941469207540984 -0.950364757540984 -0.887100640655738 -0.953039720163934 -0.952317504590164 -0.955415641803279 -0.971195487377049 -0.973689389672131 -0.956881728196721 -0.975953774918033 -0.975088843934426 -0.935232945245902 -0.940875575081967 -0.935232945245902 -0.940875575081967 -0.962678857213115 -0.967248019180328 -0.852271618032787 -0.841344246229508 -0.961923171967213 -0.96672764147541 -0.983647207377049 -0.922852028360656 -0.914189183770492 -0.979413740327869 -0.928473526557377 -0.93854172852459 -0.975581439016393 -0.95666634442623 -0.978792832786885 -0.96883578147541 -0.956950713278689 -0.975890863934426 -0.884385204098361 -0.938529853770492 -0.954335764426229 -0.891061623934426 -0.94740932557377 -0.951070302131148 -0.939741929016393 -0.939842503606557 -0.964145595245902 -0.957746820491803 -0.850033171967213 -0.866714512622951 -0.962909739016393 -0.958764413442623
"STANDING" 13 -0.991020759298246 -0.949422439473684 -0.967538031754386 -0.992575981403509 -0.95051883 -0.965838635789474 -0.992232401754386 -0.974681225789474 -0.976827157368421 -0.992294484210526 -0.974855958596491 -0.977033556842105 -0.987636104210526 -0.977704172105263 -0.986926242631579 -0.989525103333333 -0.977181267719298 -0.986921032982456 -0.955577395789474 -0.971721755964912 -0.973436596140351 -0.958676808947368 -0.975811362982456 -0.975395652105263 -0.978465124561404 -0.980982661403509 -0.985177042982456 -0.980616104736842 -0.98449814245614 -0.987294975964912 -0.968519673859649 -0.972777074912281 -0.968519673859649 -0.972777074912281 -0.981865616666667 -0.984953314912281 -0.944980198421053 -0.943467907192982 -0.976197659649123 -0.980518829298246 -0.991817705263158 -0.947179813157895 -0.964048080877193 -0.990355191754386 -0.958004613859649 -0.974261073333333 -0.988185112807018 -0.979412252631579 -0.987871530526316 -0.985119693859649 -0.979629738947368 -0.986561439649123 -0.955818411578947 -0.97142515122807 -0.97553326754386 -0.954766584210526 -0.974098438070175 -0.973934883684211 -0.970445378947368 -0.968961605789474 -0.980621262631579 -0.978329955614035 -0.946857485438596 -0.946797362280702 -0.976467330175439 -0.973994625438596
